"epoch","Test all epochs - train_acc","Test all epochs - train_acc__MIN","Test all epochs - train_acc__MAX","Test all epochs - _step","Test all epochs - _step__MIN","Test all epochs - _step__MAX","Test all epochs - test_acc","Test all epochs - test_acc__MIN","Test all epochs - test_acc__MAX","All epochs with augmentation - train_acc","All epochs with augmentation - train_acc__MIN","All epochs with augmentation - train_acc__MAX","All epochs with augmentation - _step","All epochs with augmentation - _step__MIN","All epochs with augmentation - _step__MAX","All epochs with augmentation - test_acc","All epochs with augmentation - test_acc__MIN","All epochs with augmentation - test_acc__MAX"
"101","0.42500001192092896","0.42500001192092896","0.42500001192092896","202.5","202","203","0.2744755148887634","0.2744755148887634","0.2744755148887634","0.19249999523162842","0.19249999523162842","0.19249999523162842","202.5","202","203","0.21153846383094788","0.21153846383094788","0.21153846383094788"
"102","0.39250001311302185","0.39250001311302185","0.39250001311302185","204.5","204","205","0.2801573574542999","0.2801573574542999","0.2801573574542999","0.1574999988079071","0.1574999988079071","0.1574999988079071","204.5","204","205","0.21110139787197113","0.21110139787197113","0.21110139787197113"
"103","0.4124999940395355","0.4124999940395355","0.4124999940395355","206.5","206","207","0.2823426425457001","0.2823426425457001","0.2823426425457001","0.20250000059604645","0.20250000059604645","0.20250000059604645","206.5","206","207","0.21197552978992462","0.21197552978992462","0.21197552978992462"
"104","0.41749998927116394","0.41749998927116394","0.41749998927116394","208.5","208","209","0.28496503829956055","0.28496503829956055","0.28496503829956055","0.19750000536441803","0.19750000536441803","0.19750000536441803","208.5","208","209","0.21896852552890778","0.21896852552890778","0.21896852552890778"
"105","0.4074999988079071","0.4074999988079071","0.4074999988079071","210.5","210","211","0.27928322553634644","0.27928322553634644","0.27928322553634644","0.20999999344348907","0.20999999344348907","0.20999999344348907","210.5","210","211","0.21153846383094788","0.21153846383094788","0.21153846383094788"
"106","0.4074999988079071","0.4074999988079071","0.4074999988079071","212.5","212","213","0.2854020893573761","0.2854020893573761","0.2854020893573761","0.17249999940395355","0.17249999940395355","0.17249999940395355","212.5","212","213","0.21590909361839294","0.21590909361839294","0.21590909361839294"
"107","0.42250001430511475","0.42250001430511475","0.42250001430511475","214.5","214","215","0.2836538553237915","0.2836538553237915","0.2836538553237915","0.1899999976158142","0.1899999976158142","0.1899999976158142","214.5","214","215","0.21284964680671692","0.21284964680671692","0.21284964680671692"
"108","0.41499999165534973","0.41499999165534973","0.41499999165534973","216.5","216","217","0.28321677446365356","0.28321677446365356","0.28321677446365356","0.20000000298023224","0.20000000298023224","0.20000000298023224","216.5","216","217","0.2220279723405838","0.2220279723405838","0.2220279723405838"
"109","0.4099999964237213","0.4099999964237213","0.4099999964237213","218.5","218","219","0.2819055914878845","0.2819055914878845","0.2819055914878845","0.22750000655651093","0.22750000655651093","0.22750000655651093","218.5","218","219","0.2220279723405838","0.2220279723405838","0.2220279723405838"
"110","0.42500001192092896","0.42500001192092896","0.42500001192092896","220.5","220","221","0.28103145956993103","0.28103145956993103","0.28103145956993103","0.1850000023841858","0.1850000023841858","0.1850000023841858","220.5","220","221","0.21896852552890778","0.21896852552890778","0.21896852552890778"
"111","0.42250001430511475","0.42250001430511475","0.42250001430511475","222.5","222","223","0.28103145956993103","0.28103145956993103","0.28103145956993103","0.17749999463558197","0.17749999463558197","0.17749999463558197","222.5","222","223","0.217220276594162","0.217220276594162","0.217220276594162"
"112","0.42500001192092896","0.42500001192092896","0.42500001192092896","224.5","224","225","0.28671327233314514","0.28671327233314514","0.28671327233314514","0.23250000178813934","0.23250000178813934","0.23250000178813934","224.5","224","225","0.21940559148788452","0.21940559148788452","0.21940559148788452"
"113","0.4424999952316284","0.4424999952316284","0.4424999952316284","226.5","226","227","0.2854020893573761","0.2854020893573761","0.2854020893573761","0.20499999821186066","0.20499999821186066","0.20499999821186066","226.5","226","227","0.22246503829956055","0.22246503829956055","0.22246503829956055"
"114","0.4424999952316284","0.4424999952316284","0.4424999952316284","228.5","228","229","0.28496503829956055","0.28496503829956055","0.28496503829956055","0.18000000715255737","0.18000000715255737","0.18000000715255737","228.5","228","229","0.22246503829956055","0.22246503829956055","0.22246503829956055"
"115","0.4424999952316284","0.4424999952316284","0.4424999952316284","230.5","230","231","0.28671327233314514","0.28671327233314514","0.28671327233314514","0.16249999403953552","0.16249999403953552","0.16249999403953552","230.5","230","231","0.2211538404226303","0.2211538404226303","0.2211538404226303"
"116","0.45500001311302185","0.45500001311302185","0.45500001311302185","232.5","232","233","0.2880244851112366","0.2880244851112366","0.2880244851112366","0.19750000536441803","0.19750000536441803","0.19750000536441803","232.5","232","233","0.21328671276569366","0.21328671276569366","0.21328671276569366"
"117","0.4300000071525574","0.4300000071525574","0.4300000071525574","234.5","234","235","0.2893356680870056","0.2893356680870056","0.2893356680870056","0.1875","0.1875","0.1875","234.5","234","235","0.21809440851211548","0.21809440851211548","0.21809440851211548"
"118","0.4350000023841858","0.4350000023841858","0.4350000023841858","236.5","236","237","0.2902098000049591","0.2902098000049591","0.2902098000049591","0.17749999463558197","0.17749999463558197","0.17749999463558197","236.5","236","237","0.2220279723405838","0.2220279723405838","0.2220279723405838"
"119","0.4424999952316284","0.4424999952316284","0.4424999952316284","238.5","238","239","0.2928321659564972","0.2928321659564972","0.2928321659564972","0.16500000655651093","0.16500000655651093","0.16500000655651093","238.5","238","239","0.22552447021007538","0.22552447021007538","0.22552447021007538"
"120","0.4399999976158142","0.4399999976158142","0.4399999976158142","240.5","240","241","0.2958916127681732","0.2958916127681732","0.2958916127681732","0.2224999964237213","0.2224999964237213","0.2224999964237213","240.5","240","241","0.22421328723430634","0.22421328723430634","0.22421328723430634"
"121","0.4675000011920929","0.4675000011920929","0.4675000011920929","242.5","242","243","0.2945804297924042","0.2945804297924042","0.2945804297924042","0.20749999582767487","0.20749999582767487","0.20749999582767487","242.5","242","243","0.22159090638160706","0.22159090638160706","0.22159090638160706"
"122","0.4424999952316284","0.4424999952316284","0.4424999952316284","244.5","244","245","0.2945804297924042","0.2945804297924042","0.2945804297924042","0.2224999964237213","0.2224999964237213","0.2224999964237213","244.5","244","245","0.22071678936481476","0.22071678936481476","0.22071678936481476"
"123","0.45249998569488525","0.45249998569488525","0.45249998569488525","246.5","246","247","0.2950174808502197","0.2950174808502197","0.2950174808502197","0.23000000417232513","0.23000000417232513","0.23000000417232513","246.5","246","247","0.22159090638160706","0.22159090638160706","0.22159090638160706"
"124","0.4650000035762787","0.4650000035762787","0.4650000035762787","248.5","248","249","0.2954545319080353","0.2954545319080353","0.2954545319080353","0.19249999523162842","0.19249999523162842","0.19249999523162842","248.5","248","249","0.2211538404226303","0.2211538404226303","0.2211538404226303"
"125","0.45500001311302185","0.45500001311302185","0.45500001311302185","250.5","250","251","0.29632866382598877","0.29632866382598877","0.29632866382598877","0.20999999344348907","0.20999999344348907","0.20999999344348907","250.5","250","251","0.22596153616905212","0.22596153616905212","0.22596153616905212"
"126","0.4675000011920929","0.4675000011920929","0.4675000011920929","252.5","252","253","0.2967657446861267","0.2967657446861267","0.2967657446861267","0.1899999976158142","0.1899999976158142","0.1899999976158142","252.5","252","253","0.2220279723405838","0.2220279723405838","0.2220279723405838"
"127","0.4975000023841858","0.4975000023841858","0.4975000023841858","254.5","254","255","0.2976398468017578","0.2976398468017578","0.2976398468017578","0.17749999463558197","0.17749999463558197","0.17749999463558197","254.5","254","255","0.22246503829956055","0.22246503829956055","0.22246503829956055"
"128","0.49000000953674316","0.49000000953674316","0.49000000953674316","256.5","256","257","0.29895105957984924","0.29895105957984924","0.29895105957984924","0.20999999344348907","0.20999999344348907","0.20999999344348907","256.5","256","257","0.22421328723430634","0.22421328723430634","0.22421328723430634"
"129","0.48249998688697815","0.48249998688697815","0.48249998688697815","258.5","258","259","0.29807692766189575","0.29807692766189575","0.29807692766189575","0.24250000715255737","0.24250000715255737","0.24250000715255737","258.5","258","259","0.220279723405838","0.220279723405838","0.220279723405838"
"130","0.47749999165534973","0.47749999165534973","0.47749999165534973","260.5","260","261","0.29895105957984924","0.29895105957984924","0.29895105957984924","0.2175000011920929","0.2175000011920929","0.2175000011920929","260.5","260","261","0.22421328723430634","0.22421328723430634","0.22421328723430634"
"131","0.47999998927116394","0.47999998927116394","0.47999998927116394","262.5","262","263","0.3024475574493408","0.3024475574493408","0.3024475574493408","0.1850000023841858","0.1850000023841858","0.1850000023841858","262.5","262","263","0.22683566808700562","0.22683566808700562","0.22683566808700562"
"132","0.48750001192092896","0.48750001192092896","0.48750001192092896","264.5","264","265","0.3033216893672943","0.3033216893672943","0.3033216893672943","0.20499999821186066","0.20499999821186066","0.20499999821186066","264.5","264","265","0.2277097851037979","0.2277097851037979","0.2277097851037979"
"133","0.48249998688697815","0.48249998688697815","0.48249998688697815","266.5","266","267","0.3024475574493408","0.3024475574493408","0.3024475574493408","0.2199999988079071","0.2199999988079071","0.2199999988079071","266.5","266","267","0.22596153616905212","0.22596153616905212","0.22596153616905212"
"134","0.5024999976158142","0.5024999976158142","0.5024999976158142","268.5","268","269","0.3033216893672943","0.3033216893672943","0.3033216893672943","0.20999999344348907","0.20999999344348907","0.20999999344348907","268.5","268","269","0.23426572978496552","0.23426572978496552","0.23426572978496552"
"135","0.48249998688697815","0.48249998688697815","0.48249998688697815","270.5","270","271","0.3033216893672943","0.3033216893672943","0.3033216893672943","0.2150000035762787","0.2150000035762787","0.2150000035762787","270.5","270","271","0.235139861702919","0.235139861702919","0.235139861702919"
"136","0.4975000023841858","0.4975000023841858","0.4975000023841858","272.5","272","273","0.3085664212703705","0.3085664212703705","0.3085664212703705","0.19499999284744263","0.19499999284744263","0.19499999284744263","272.5","272","273","0.2303321659564972","0.2303321659564972","0.2303321659564972"
"137","0.5049999952316284","0.5049999952316284","0.5049999952316284","274.5","274","275","0.3116258680820465","0.3116258680820465","0.3116258680820465","0.21250000596046448","0.21250000596046448","0.21250000596046448","274.5","274","275","0.22814685106277466","0.22814685106277466","0.22814685106277466"
"138","0.5024999976158142","0.5024999976158142","0.5024999976158142","276.5","276","277","0.3098776340484619","0.3098776340484619","0.3098776340484619","0.2199999988079071","0.2199999988079071","0.2199999988079071","276.5","276","277","0.2303321659564972","0.2303321659564972","0.2303321659564972"
"139","0.5024999976158142","0.5024999976158142","0.5024999976158142","278.5","278","279","0.31031468510627747","0.31031468510627747","0.31031468510627747","0.22499999403953552","0.22499999403953552","0.22499999403953552","278.5","278","279","0.23076923191547394","0.23076923191547394","0.23076923191547394"
"140","0.5149999856948853","0.5149999856948853","0.5149999856948853","280.5","280","281","0.310751736164093","0.310751736164093","0.310751736164093","0.2150000035762787","0.2150000035762787","0.2150000035762787","280.5","280","281","0.23382867872714996","0.23382867872714996","0.23382867872714996"
"141","0.4975000023841858","0.4975000023841858","0.4975000023841858","282.5","282","283","0.31118881702423096","0.31118881702423096","0.31118881702423096","0.2224999964237213","0.2224999964237213","0.2224999964237213","282.5","282","283","0.23863635957241058","0.23863635957241058","0.23863635957241058"
"142","0.5375000238418579","0.5375000238418579","0.5375000238418579","284.5","284","285","0.3098776340484619","0.3098776340484619","0.3098776340484619","0.21250000596046448","0.21250000596046448","0.21250000596046448","284.5","284","285","0.2368881106376648","0.2368881106376648","0.2368881106376648"
"143","0.5149999856948853","0.5149999856948853","0.5149999856948853","286.5","286","287","0.3076923191547394","0.3076923191547394","0.3076923191547394","0.2199999988079071","0.2199999988079071","0.2199999988079071","286.5","286","287","0.23339161276817322","0.23339161276817322","0.23339161276817322"
"144","0.4950000047683716","0.4950000047683716","0.4950000047683716","288.5","288","289","0.3133741319179535","0.3133741319179535","0.3133741319179535","0.2475000023841858","0.2475000023841858","0.2475000023841858","288.5","288","289","0.23426572978496552","0.23426572978496552","0.23426572978496552"
"145","0.5099999904632568","0.5099999904632568","0.5099999904632568","290.5","290","291","0.3159964978694916","0.3159964978694916","0.3159964978694916","0.22750000655651093","0.22750000655651093","0.22750000655651093","290.5","290","291","0.22902098298072815","0.22902098298072815","0.22902098298072815"
"146","0.5149999856948853","0.5149999856948853","0.5149999856948853","292.5","292","293","0.3159964978694916","0.3159964978694916","0.3159964978694916","0.19249999523162842","0.19249999523162842","0.19249999523162842","292.5","292","293","0.22465035319328308","0.22465035319328308","0.22465035319328308"
"147","0.5224999785423279","0.5224999785423279","0.5224999785423279","294.5","294","295","0.31774476170539856","0.31774476170539856","0.31774476170539856","0.2574999928474426","0.2574999928474426","0.2574999928474426","294.5","294","295","0.22902098298072815","0.22902098298072815","0.22902098298072815"
"148","0.5350000262260437","0.5350000262260437","0.5350000262260437","296.5","296","297","0.3216783106327057","0.3216783106327057","0.3216783106327057","0.21250000596046448","0.21250000596046448","0.21250000596046448","296.5","296","297","0.22727273404598236","0.22727273404598236","0.22727273404598236"
"149","0.5299999713897705","0.5299999713897705","0.5299999713897705","298.5","298","299","0.32211539149284363","0.32211539149284363","0.32211539149284363","0.24250000715255737","0.24250000715255737","0.24250000715255737","298.5","298","299","0.235139861702919","0.235139861702919","0.235139861702919"
"150","0.550000011920929","0.550000011920929","0.550000011920929","300.5","300","301","0.3216783106327057","0.3216783106327057","0.3216783106327057","0.2199999988079071","0.2199999988079071","0.2199999988079071","300.5","300","301","0.23907342553138733","0.23907342553138733","0.23907342553138733"
